MODEL	MAINEFFS	MLE_BETA	SE	Z_MEAN	A_MEAN	PRIOR_BETA	SE	ADD_PROB
4856	1844	0	0	0	0	0	0	0.5
4856	6644	0	0	0	0	0	0	0.5
4856	2824	0	0	0	0	0	0	0.5
4856	3186	0	0	0	0	0	0	0.5
4856	2900	0	0	0	0	0	0	0.5
4856	2364	0	0	0	0	0	0	0.5
4856	6162	0	0	0	0	0	0	0.5
4856	6193	0	0	0	0	0	0	0.5
4857	-1	0	0	0	0	0	0	0
4857	2838	0	0	0	0	0	0	0.5
4857	1844	0	0	0	0	0	0	0.5
4857	6644	0	0	0	0	0	0	0.5
4857	2824	0	0	0	0	0	0	0.5
4857	3186	0	0	0	0	0	0	0.5
4857	6193	0	0	0	0	0	0	0.5
4857	2364	0	0	0	0	0	0	0.5
4857	6162	0	0	0	0	0	0	0.5
4858	-1	0	0	0	0	0	0	0
4858	2838	0	0	0	0	0	0	0.5
4858	1844	0	0	0	0	0	0	0.5
4858	6644	0	0	0	0	0	0	0.5
4858	3266	0	0	0	0	0	0	0.5
4858	3186	0	0	0	0	0	0	0.5
4858	6193	0	0	0	0	0	0	0.5
4858	2364	0	0	0	0	0	0	0.5
4858	6162	0	0	0	0	0	0	0.5
4859	-1	0	0	0	0	0	0	0
4859	2838	0	0	0	0	0	0	0.5
4859	1844	0	0	0	0	0	0	0.5
4859	6644	0	0	0	0	0	0	0.5
4859	3266	0	0	0	0	0	0	0.5
4859	3186	0	0	0	0	0	0	0.5
4859	6162	0	0	0	0	0	0	0.5
4859	2364	0	0	0	0	0	0	0.5
4860	-1	0	0	0	0	0	0	0
4860	2838	0	0	0	0	0	0	0.5
4860	1844	0	0	0	0	0	0	0.5
4860	6644	0	0	0	0	0	0	0.5
4860	3266	0	0	0	0	0	0	0.5
4860	3186	0	0	0	0	0	0	0.5
4860	6162	0	0	0	0	0	0	0.5
4860	2364	0	0	0	0	0	0	0.5
4860	2504	0	0	0	0	0	0	0.5
4860	1844 2504	0	0	0	0	0	0	0.5
4861	-1	0	0	0	0	0	0	0
4861	2838	0	0	0	0	0	0	0.5
4861	1844	0	0	0	0	0	0	0.5
4861	6644	0	0	0	0	0	0	0.5
4861	3266	0	0	0	0	0	0	0.5
4861	3186	0	0	0	0	0	0	0.5
4861	6162	0	0	0	0	0	0	0.5
4861	1844 2504	0	0	0	0	0	0	0.5
4861	2504	0	0	0	0	0	0	0.5
4862	-1	0	0	0	0	0	0	0
4862	2838	0	0	0	0	0	0	0.5
4862	1844	0	0	0	0	0	0	0.5
4862	6644	0	0	0	0	0	0	0.5
4862	3266	0	0	0	0	0	0	0.5
4862	4391	0	0	0	0	0	0	0.5
4862	6162	0	0	0	0	0	0	0.5
4862	1844 2504	0	0	0	0	0	0	0.5
4862	2504	0	0	0	0	0	0	0.5
4863	-1	0	0	0	0	0	0	0
4863	2838	0	0	0	0	0	0	0.5
4863	1844	0	0	0	0	0	0	0.5
4863	6644	0	0	0	0	0	0	0.5
4863	3266	0	0	0	0	0	0	0.5
4863	4391	0	0	0	0	0	0	0.5
4863	6162	0	0	0	0	0	0	0.5
4863	1844 2504	0	0	0	0	0	0	0.5
4863	2504	0	0	0	0	0	0	0.5
4864	-1	0	0	0	0	0	0	0
4864	7106	0	0	0	0	0	0	0.5
4864	1844	0	0	0	0	0	0	0.5
4864	6644	0	0	0	0	0	0	0.5
4864	3266	0	0	0	0	0	0	0.5
4864	4391	0	0	0	0	0	0	0.5
4864	6162	0	0	0	0	0	0	0.5
4864	1844 2504	0	0	0	0	0	0	0.5
4864	2504	0	0	0	0	0	0	0.5
4865	-1	0	0	0	0	0	0	0
4865	7106	0	0	0	0	0	0	0.5
4865	1844	0	0	0	0	0	0	0.5
4865	6644	0	0	0	0	0	0	0.5
4865	3266	0	0	0	0	0	0	0.5
4865	4391	0	0	0	0	0	0	0.5
4865	6162	0	0	0	0	0	0	0.5
4865	1844 2504	0	0	0	0	0	0	0.5
4865	2504	0	0	0	0	0	0	0.5
4865	4941	0	0	0	0	0	0	0.5
4866	-1	0	0	0	0	0	0	0
4866	7106	0	0	0	0	0	0	0.5
4866	1844	0	0	0	0	0	0	0.5
4866	6644	0	0	0	0	0	0	0.5
4866	3266	0	0	0	0	0	0	0.5
4866	4391	0	0	0	0	0	0	0.5
4866	6162	0	0	0	0	0	0	0.5
4866	1844 2504	0	0	0	0	0	0	0.5
4866	2504	0	0	0	0	0	0	0.5
4866	4941	0	0	0	0	0	0	0.5
4866	2855	0	0	0	0	0	0	0.5
4867	-1	0	0	0	0	0	0	0
4867	7106	0	0	0	0	0	0	0.5
4867	1844	0	0	0	0	0	0	0.5
4867	6644	0	0	0	0	0	0	0.5
4867	3266	0	0	0	0	0	0	0.5
4867	4391	0	0	0	0	0	0	0.5
4867	6162	0	0	0	0	0	0	0.5
4867	1844 2504	0	0	0	0	0	0	0.5
4867	2504	0	0	0	0	0	0	0.5
4867	4941	0	0	0	0	0	0	0.5
4867	2855	0	0	0	0	0	0	0.5
4867	2228	0	0	0	0	0	0	0.5
4867	2228 4391	0	0	0	0	0	0	0.5
4868	-1	0	0	0	0	0	0	0
4868	7106	0	0	0	0	0	0	0.5
4868	1844	0	0	0	0	0	0	0.5
4868	6644	0	0	0	0	0	0	0.5
4868	3266	0	0	0	0	0	0	0.5
4868	4391	0	0	0	0	0	0	0.5
4868	6162	0	0	0	0	0	0	0.5
4868	1844 2504	0	0	0	0	0	0	0.5
4868	2504	0	0	0	0	0	0	0.5
4868	301	0	0	0	0	0	0	0.5
4868	2855	0	0	0	0	0	0	0.5
4868	2228	0	0	0	0	0	0	0.5
4868	2228 4391	0	0	0	0	0	0	0.5
4869	-1	0	0	0	0	0	0	0
4869	7106	0	0	0	0	0	0	0.5
4869	1844	0	0	0	0	0	0	0.5
4869	6644	0	0	0	0	0	0	0.5
4869	2403	0	0	0	0	0	0	0.5
4869	4391	0	0	0	0	0	0	0.5
4869	6162	0	0	0	0	0	0	0.5
4869	1844 2504	0	0	0	0	0	0	0.5
4869	2504	0	0	0	0	0	0	0.5
4869	301	0	0	0	0	0	0	0.5
4869	2855	0	0	0	0	0	0	0.5
4869	2228	0	0	0	0	0	0	0.5
4869	2228 4391	0	0	0	0	0	0	0.5
4870	-1	0	0	0	0	0	0	0
4870	7106	0	0	0	0	0	0	0.5
4870	1844	0	0	0	0	0	0	0.5
4870	6644	0	0	0	0	0	0	0.5
4870	2403	0	0	0	0	0	0	0.5
4870	4391	0	0	0	0	0	0	0.5
4870	6162	0	0	0	0	0	0	0.5
4870	2228 4391	0	0	0	0	0	0	0.5
4870	2504	0	0	0	0	0	0	0.5
4870	301	0	0	0	0	0	0	0.5
4870	2855	0	0	0	0	0	0	0.5
4870	2228	0	0	0	0	0	0	0.5
4871	-1	0	0	0	0	0	0	0
4871	7106	0	0	0	0	0	0	0.5
4871	1844	0	0	0	0	0	0	0.5
4871	6644	0	0	0	0	0	0	0.5
4871	2403	0	0	0	0	0	0	0.5
4871	4391	0	0	0	0	0	0	0.5
4871	6162	0	0	0	0	0	0	0.5
4871	2228 4391	0	0	0	0	0	0	0.5
4871	2504	0	0	0	0	0	0	0.5
4871	301	0	0	0	0	0	0	0.5
4871	2855	0	0	0	0	0	0	0.5
4871	2228	0	0	0	0	0	0	0.5
4871	4230	0	0	0	0	0	0	0.5
4872	-1	0	0	0	0	0	0	0
4872	7106	0	0	0	0	0	0	0.5
4872	1844	0	0	0	0	0	0	0.5
4872	6644	0	0	0	0	0	0	0.5
4872	2403	0	0	0	0	0	0	0.5
4872	4391	0	0	0	0	0	0	0.5
4872	6162	0	0	0	0	0	0	0.5
4872	2228 4391	0	0	0	0	0	0	0.5
4872	2081	0	0	0	0	0	0	0.5
4872	301	0	0	0	0	0	0	0.5
4872	2855	0	0	0	0	0	0	0.5
4872	2228	0	0	0	0	0	0	0.5
4872	4230	0	0	0	0	0	0	0.5
4873	-1	0	0	0	0	0	0	0
4873	7106	0	0	0	0	0	0	0.5
4873	1844	0	0	0	0	0	0	0.5
4873	6644	0	0	0	0	0	0	0.5
4873	4230	0	0	0	0	0	0	0.5
4873	4391	0	0	0	0	0	0	0.5
4873	6162	0	0	0	0	0	0	0.5
4873	2228 4391	0	0	0	0	0	0	0.5
4873	2081	0	0	0	0	0	0	0.5
4873	301	0	0	0	0	0	0	0.5
4873	2855	0	0	0	0	0	0	0.5
4873	2228	0	0	0	0	0	0	0.5
4874	-1	0	0	0	0	0	0	0
4874	2228	0	0	0	0	0	0	0.5
4874	1844	0	0	0	0	0	0	0.5
4874	6644	0	0	0	0	0	0	0.5
4874	4230	0	0	0	0	0	0	0.5
4874	4391	0	0	0	0	0	0	0.5
4874	6162	0	0	0	0	0	0	0.5
4874	2228 4391	0	0	0	0	0	0	0.5
4874	2081	0	0	0	0	0	0	0.5
4874	301	0	0	0	0	0	0	0.5
4874	2855	0	0	0	0	0	0	0.5
4875	-1	0	0	0	0	0	0	0
4875	2228	0	0	0	0	0	0	0.5
4875	1844	0	0	0	0	0	0	0.5
4875	6644	0	0	0	0	0	0	0.5
4875	4230	0	0	0	0	0	0	0.5
4875	4391	0	0	0	0	0	0	0.5
4875	6162	0	0	0	0	0	0	0.5
4875	2228 4391	0	0	0	0	0	0	0.5
4875	2081	0	0	0	0	0	0	0.5
4875	4077	0	0	0	0	0	0	0.5
4875	2855	0	0	0	0	0	0	0.5
4876	-1	0	0	0	0	0	0	0
4876	2228	0	0	0	0	0	0	0.5
4876	1844	0	0	0	0	0	0	0.5
4876	6644	0	0	0	0	0	0	0.5
4876	4230	0	0	0	0	0	0	0.5
4876	4391	0	0	0	0	0	0	0.5
4876	2855	0	0	0	0	0	0	0.5
4876	2228 4391	0	0	0	0	0	0	0.5
4876	2081	0	0	0	0	0	0	0.5
4876	4077	0	0	0	0	0	0	0.5
4877	-1	0	0	0	0	0	0	0
4877	2228	0	0	0	0	0	0	0.5
4877	1844	0	0	0	0	0	0	0.5
4877	4077	0	0	0	0	0	0	0.5
4877	4230	0	0	0	0	0	0	0.5
4877	4391	0	0	0	0	0	0	0.5
4877	2855	0	0	0	0	0	0	0.5
4877	2228 4391	0	0	0	0	0	0	0.5
4877	2081	0	0	0	0	0	0	0.5
4878	-1	0	0	0	0	0	0	0
4878	2228	0	0	0	0	0	0	0.5
4878	1844	0	0	0	0	0	0	0.5
4878	4077	0	0	0	0	0	0	0.5
4878	4230	0	0	0	0	0	0	0.5
4878	4391	0	0	0	0	0	0	0.5
4878	2855	0	0	0	0	0	0	0.5
4878	2228 4391	0	0	0	0	0	0	0.5
4878	2081	0	0	0	0	0	0	0.5
4878	1229	0	0	0	0	0	0	0.5
4878	1229 2228	0	0	0	0	0	0	0.5
4879	-1	0	0	0	0	0	0	0
4879	2228	0	0	0	0	0	0	0.5
4879	1844	0	0	0	0	0	0	0.5
4879	4077	0	0	0	0	0	0	0.5
4879	4230	0	0	0	0	0	0	0.5
4879	4391	0	0	0	0	0	0	0.5
4879	2855	0	0	0	0	0	0	0.5
4879	2228 4391	0	0	0	0	0	0	0.5
4879	2081	0	0	0	0	0	0	0.5
4879	1229	0	0	0	0	0	0	0.5
4879	1229 2228	0	0	0	0	0	0	0.5
4879	148	0	0	0	0	0	0	0.5
4880	-1	0	0	0	0	0	0	0
4880	2228	0	0	0	0	0	0	0.5
4880	1844	0	0	0	0	0	0	0.5
4880	4077	0	0	0	0	0	0	0.5
4880	5670	0	0	0	0	0	0	0.5
4880	4391	0	0	0	0	0	0	0.5
4880	2855	0	0	0	0	0	0	0.5
4880	2228 4391	0	0	0	0	0	0	0.5
4880	2081	0	0	0	0	0	0	0.5
4880	1229	0	0	0	0	0	0	0.5
4880	1229 2228	0	0	0	0	0	0	0.5
4880	148	0	0	0	0	0	0	0.5
4881	-1	0	0	0	0	0	0	0
4881	2228	0	0	0	0	0	0	0.5
4881	1844	0	0	0	0	0	0	0.5
4881	4077	0	0	0	0	0	0	0.5
4881	617	0	0	0	0	0	0	0.5
4881	4391	0	0	0	0	0	0	0.5
4881	2855	0	0	0	0	0	0	0.5
4881	2228 4391	0	0	0	0	0	0	0.5
4881	2081	0	0	0	0	0	0	0.5
4881	1229	0	0	0	0	0	0	0.5
4881	1229 2228	0	0	0	0	0	0	0.5
4881	148	0	0	0	0	0	0	0.5
4882	-1	0	0	0	0	0	0	0
4882	2228	0	0	0	0	0	0	0.5
4882	1844	0	0	0	0	0	0	0.5
4882	4077	0	0	0	0	0	0	0.5
4882	617	0	0	0	0	0	0	0.5
4882	4391	0	0	0	0	0	0	0.5
4882	2855	0	0	0	0	0	0	0.5
4882	3864	0	0	0	0	0	0	0.5
4882	2081	0	0	0	0	0	0	0.5
4882	1229	0	0	0	0	0	0	0.5
4882	1229 2228	0	0	0	0	0	0	0.5
4882	148	0	0	0	0	0	0	0.5
4883	-1	0	0	0	0	0	0	0
4883	2228	0	0	0	0	0	0	0.5
4883	148	0	0	0	0	0	0	0.5
4883	4077	0	0	0	0	0	0	0.5
4883	617	0	0	0	0	0	0	0.5
4883	4391	0	0	0	0	0	0	0.5
4883	2855	0	0	0	0	0	0	0.5
4883	3864	0	0	0	0	0	0	0.5
4883	2081	0	0	0	0	0	0	0.5
4883	1229	0	0	0	0	0	0	0.5
4883	1229 2228	0	0	0	0	0	0	0.5
4884	-1	0	0	0	0	0	0	0
4884	2228	0	0	0	0	0	0	0.5
4884	148	0	0	0	0	0	0	0.5
4884	4077	0	0	0	0	0	0	0.5
4884	617	0	0	0	0	0	0	0.5
4884	4391	0	0	0	0	0	0	0.5
4884	2855	0	0	0	0	0	0	0.5
4884	1229 2228	0	0	0	0	0	0	0.5
4884	2081	0	0	0	0	0	0	0.5
4884	1229	0	0	0	0	0	0	0.5
4885	-1	0	0	0	0	0	0	0
4885	2228	0	0	0	0	0	0	0.5
4885	148	0	0	0	0	0	0	0.5
4885	4077	0	0	0	0	0	0	0.5
4885	617	0	0	0	0	0	0	0.5
4885	4391	0	0	0	0	0	0	0.5
4885	2855	0	0	0	0	0	0	0.5
4885	1229 2228	0	0	0	0	0	0	0.5
4885	6822	0	0	0	0	0	0	0.5
4885	1229	0	0	0	0	0	0	0.5
4886	-1	0	0	0	0	0	0	0
4886	2228	0	0	0	0	0	0	0.5
4886	148	0	0	0	0	0	0	0.5
4886	4077	0	0	0	0	0	0	0.5
4886	617	0	0	0	0	0	0	0.5
4886	4391	0	0	0	0	0	0	0.5
4886	2855	0	0	0	0	0	0	0.5
4886	1229 2228	0	0	0	0	0	0	0.5
4886	5822	0	0	0	0	0	0	0.5
4886	1229	0	0	0	0	0	0	0.5
4887	-1	0	0	0	0	0	0	0
4887	2228	0	0	0	0	0	0	0.5
4887	148	0	0	0	0	0	0	0.5
4887	4077	0	0	0	0	0	0	0.5
4887	617	0	0	0	0	0	0	0.5
4887	4391	0	0	0	0	0	0	0.5
4887	2855	0	0	0	0	0	0	0.5
4887	1229 2228	0	0	0	0	0	0	0.5
4887	5822	0	0	0	0	0	0	0.5
4887	1229	0	0	0	0	0	0	0.5
4887	438	0	0	0	0	0	0	0.5
4888	-1	0	0	0	0	0	0	0
4888	2228	0	0	0	0	0	0	0.5
4888	148	0	0	0	0	0	0	0.5
4888	4077	0	0	0	0	0	0	0.5
4888	617	0	0	0	0	0	0	0.5
4888	7178	0	0	0	0	0	0	0.5
4888	2855	0	0	0	0	0	0	0.5
4888	1229 2228	0	0	0	0	0	0	0.5
4888	5822	0	0	0	0	0	0	0.5
4888	1229	0	0	0	0	0	0	0.5
4888	438	0	0	0	0	0	0	0.5
4889	-1	0	0	0	0	0	0	0
4889	2228	0	0	0	0	0	0	0.5
4889	148	0	0	0	0	0	0	0.5
4889	4077	0	0	0	0	0	0	0.5
4889	617	0	0	0	0	0	0	0.5
4889	7178	0	0	0	0	0	0	0.5
4889	4567	0	0	0	0	0	0	0.5
4889	1229 2228	0	0	0	0	0	0	0.5
4889	5822	0	0	0	0	0	0	0.5
4889	1229	0	0	0	0	0	0	0.5
4889	438	0	0	0	0	0	0	0.5
4890	-1	0	0	0	0	0	0	0
4890	2228	0	0	0	0	0	0	0.5
4890	148	0	0	0	0	0	0	0.5
4890	4077	0	0	0	0	0	0	0.5
4890	617	0	0	0	0	0	0	0.5
4890	7178	0	0	0	0	0	0	0.5
4890	4567	0	0	0	0	0	0	0.5
4890	1229 2228	0	0	0	0	0	0	0.5
4890	5822	0	0	0	0	0	0	0.5
4890	1229	0	0	0	0	0	0	0.5
4890	438	0	0	0	0	0	0	0.5
4890	3898	0	0	0	0	0	0	0.5
4891	-1	0	0	0	0	0	0	0
4891	2228	0	0	0	0	0	0	0.5
4891	148	0	0	0	0	0	0	0.5
4891	4077	0	0	0	0	0	0	0.5
4891	617	0	0	0	0	0	0	0.5
4891	7178	0	0	0	0	0	0	0.5
4891	4567	0	0	0	0	0	0	0.5
4891	1229 2228	0	0	0	0	0	0	0.5
4891	5822	0	0	0	0	0	0	0.5
4891	1229	0	0	0	0	0	0	0.5
4891	438	0	0	0	0	0	0	0.5
4891	3898	0	0	0	0	0	0	0.5
4891	3232	0	0	0	0	0	0	0.5
4892	-1	0	0	0	0	0	0	0
4892	2228	0	0	0	0	0	0	0.5
4892	148	0	0	0	0	0	0	0.5
4892	4077	0	0	0	0	0	0	0.5
4892	617	0	0	0	0	0	0	0.5
4892	7178	0	0	0	0	0	0	0.5
4892	4567	0	0	0	0	0	0	0.5
4892	1229 2228	0	0	0	0	0	0	0.5
4892	5822	0	0	0	0	0	0	0.5
4892	1229	0	0	0	0	0	0	0.5
4892	438	0	0	0	0	0	0	0.5
4892	3898	0	0	0	0	0	0	0.5
4892	3232	0	0	0	0	0	0	0.5
4892	2938	0	0	0	0	0	0	0.5
4893	-1	0	0	0	0	0	0	0
4893	2228	0	0	0	0	0	0	0.5
4893	148	0	0	0	0	0	0	0.5
4893	4077	0	0	0	0	0	0	0.5
4893	617	0	0	0	0	0	0	0.5
4893	3281	0	0	0	0	0	0	0.5
4893	4567	0	0	0	0	0	0	0.5
4893	1229 2228	0	0	0	0	0	0	0.5
4893	5822	0	0	0	0	0	0	0.5
4893	1229	0	0	0	0	0	0	0.5
4893	438	0	0	0	0	0	0	0.5
4893	3898	0	0	0	0	0	0	0.5
4893	3232	0	0	0	0	0	0	0.5
4893	2938	0	0	0	0	0	0	0.5
4894	-1	0	0	0	0	0	0	0
4894	2228	0	0	0	0	0	0	0.5
4894	148	0	0	0	0	0	0	0.5
4894	4077	0	0	0	0	0	0	0.5
4894	617	0	0	0	0	0	0	0.5
4894	3281	0	0	0	0	0	0	0.5
4894	4567	0	0	0	0	0	0	0.5
4894	1229 2228	0	0	0	0	0	0	0.5
4894	5822	0	0	0	0	0	0	0.5
4894	1229	0	0	0	0	0	0	0.5
4894	438	0	0	0	0	0	0	0.5
4894	3898	0	0	0	0	0	0	0.5
4894	2938	0	0	0	0	0	0	0.5
4895	-1	0	0	0	0	0	0	0
4895	2228	0	0	0	0	0	0	0.5
4895	148	0	0	0	0	0	0	0.5
4895	4077	0	0	0	0	0	0	0.5
4895	617	0	0	0	0	0	0	0.5
4895	3281	0	0	0	0	0	0	0.5
4895	4567	0	0	0	0	0	0	0.5
4895	1229 2228	0	0	0	0	0	0	0.5
4895	5822	0	0	0	0	0	0	0.5
4895	1229	0	0	0	0	0	0	0.5
4895	438	0	0	0	0	0	0	0.5
4895	3898	0	0	0	0	0	0	0.5
4895	2938	0	0	0	0	0	0	0.5
4895	778	0	0	0	0	0	0	0.5
4896	-1	0	0	0	0	0	0	0
4896	2228	0	0	0	0	0	0	0.5
4896	148	0	0	0	0	0	0	0.5
4896	4077	0	0	0	0	0	0	0.5
4896	617	0	0	0	0	0	0	0.5
4896	3281	0	0	0	0	0	0	0.5
4896	4567	0	0	0	0	0	0	0.5
4896	1229 2228	0	0	0	0	0	0	0.5
4896	5822	0	0	0	0	0	0	0.5
4896	1229	0	0	0	0	0	0	0.5
4896	778	0	0	0	0	0	0	0.5
4896	3898	0	0	0	0	0	0	0.5
4896	2938	0	0	0	0	0	0	0.5
4897	-1	0	0	0	0	0	0	0
4897	2228	0	0	0	0	0	0	0.5
4897	2812	0	0	0	0	0	0	0.5
4897	4077	0	0	0	0	0	0	0.5
4897	617	0	0	0	0	0	0	0.5
4897	3281	0	0	0	0	0	0	0.5
4897	4567	0	0	0	0	0	0	0.5
4897	1229 2228	0	0	0	0	0	0	0.5
4897	5822	0	0	0	0	0	0	0.5
4897	1229	0	0	0	0	0	0	0.5
4897	778	0	0	0	0	0	0	0.5
4897	3898	0	0	0	0	0	0	0.5
4897	2938	0	0	0	0	0	0	0.5
4898	-1	0	0	0	0	0	0	0
4898	2228	0	0	0	0	0	0	0.5
4898	2812	0	0	0	0	0	0	0.5
4898	2938	0	0	0	0	0	0	0.5
4898	617	0	0	0	0	0	0	0.5
4898	3281	0	0	0	0	0	0	0.5
4898	4567	0	0	0	0	0	0	0.5
4898	1229 2228	0	0	0	0	0	0	0.5
4898	5822	0	0	0	0	0	0	0.5
4898	1229	0	0	0	0	0	0	0.5
4898	778	0	0	0	0	0	0	0.5
4898	3898	0	0	0	0	0	0	0.5
4899	-1	0	0	0	0	0	0	0
4899	2228	0	0	0	0	0	0	0.5
4899	2812	0	0	0	0	0	0	0.5
4899	2938	0	0	0	0	0	0	0.5
4899	617	0	0	0	0	0	0	0.5
4899	3281	0	0	0	0	0	0	0.5
4899	4567	0	0	0	0	0	0	0.5
4899	1229 2228	0	0	0	0	0	0	0.5
4899	5822	0	0	0	0	0	0	0.5
4899	1229	0	0	0	0	0	0	0.5
4899	778	0	0	0	0	0	0	0.5
4899	3898	0	0	0	0	0	0	0.5
4899	6244	0	0	0	0	0	0	0.5
4900	-1	0	0	0	0	0	0	0
4900	2228	0	0	0	0	0	0	0.5
4900	2812	0	0	0	0	0	0	0.5
4900	2938	0	0	0	0	0	0	0.5
4900	617	0	0	0	0	0	0	0.5
4900	3281	0	0	0	0	0	0	0.5
4900	4567	0	0	0	0	0	0	0.5
4900	1229 2228	0	0	0	0	0	0	0.5
4900	5822	0	0	0	0	0	0	0.5
4900	1229	0	0	0	0	0	0	0.5
4900	778	0	0	0	0	0	0	0.5
4900	6244	0	0	0	0	0	0	0.5
4901	-1	0	0	0	0	0	0	0
4901	2228	0	0	0	0	0	0	0.5
4901	2812	0	0	0	0	0	0	0.5
4901	2938	0	0	0	0	0	0	0.5
4901	6244	0	0	0	0	0	0	0.5
4901	3281	0	0	0	0	0	0	0.5
4901	4567	0	0	0	0	0	0	0.5
4901	1229 2228	0	0	0	0	0	0	0.5
4901	5822	0	0	0	0	0	0	0.5
4901	1229	0	0	0	0	0	0	0.5
4901	778	0	0	0	0	0	0	0.5
4902	-1	0	0	0	0	0	0	0
4902	2228	0	0	0	0	0	0	0.5
4902	2812	0	0	0	0	0	0	0.5
4902	2938	0	0	0	0	0	0	0.5
4902	6244	0	0	0	0	0	0	0.5
4902	3281	0	0	0	0	0	0	0.5
4902	4567	0	0	0	0	0	0	0.5
4902	1229 2228	0	0	0	0	0	0	0.5
4902	5822	0	0	0	0	0	0	0.5
4902	1229	0	0	0	0	0	0	0.5
4902	778	0	0	0	0	0	0	0.5
4903	-1	0	0	0	0	0	0	0
4903	2228	0	0	0	0	0	0	0.5
4903	2812	0	0	0	0	0	0	0.5
4903	2938	0	0	0	0	0	0	0.5
4903	6244	0	0	0	0	0	0	0.5
4903	3281	0	0	0	0	0	0	0.5
4903	4567	0	0	0	0	0	0	0.5
4903	1229 2228	0	0	0	0	0	0	0.5
4903	778	0	0	0	0	0	0	0.5
4903	1229	0	0	0	0	0	0	0.5
4904	-1	0	0	0	0	0	0	0
4904	2228	0	0	0	0	0	0	0.5
4904	2812	0	0	0	0	0	0	0.5
4904	2938	0	0	0	0	0	0	0.5
4904	2699	0	0	0	0	0	0	0.5
4904	3281	0	0	0	0	0	0	0.5
4904	4567	0	0	0	0	0	0	0.5
4904	1229 2228	0	0	0	0	0	0	0.5
4904	778	0	0	0	0	0	0	0.5
4904	1229	0	0	0	0	0	0	0.5
4905	-1	0	0	0	0	0	0	0
4905	2228	0	0	0	0	0	0	0.5
4905	2812	0	0	0	0	0	0	0.5
4905	2938	0	0	0	0	0	0	0.5
4905	2699	0	0	0	0	0	0	0.5
4905	3281	0	0	0	0	0	0	0.5
4905	4567	0	0	0	0	0	0	0.5
4905	1229 2228	0	0	0	0	0	0	0.5
4905	778	0	0	0	0	0	0	0.5
4905	1229	0	0	0	0	0	0	0.5
4905	4980	0	0	0	0	0	0	0.5
4906	-1	0	0	0	0	0	0	0
4906	2228	0	0	0	0	0	0	0.5
4906	2812	0	0	0	0	0	0	0.5
4906	2938	0	0	0	0	0	0	0.5
4906	2699	0	0	0	0	0	0	0.5
4906	3281	0	0	0	0	0	0	0.5
4906	4567	0	0	0	0	0	0	0.5
4906	1229 2228	0	0	0	0	0	0	0.5
4906	3857	0	0	0	0	0	0	0.5
4906	1229	0	0	0	0	0	0	0.5
4906	4980	0	0	0	0	0	0	0.5
4907	-1	0	0	0	0	0	0	0
4907	2228	0	0	0	0	0	0	0.5
4907	2812	0	0	0	0	0	0	0.5
4907	2938	0	0	0	0	0	0	0.5
4907	2699	0	0	0	0	0	0	0.5
4907	4980	0	0	0	0	0	0	0.5
4907	4567	0	0	0	0	0	0	0.5
4907	1229 2228	0	0	0	0	0	0	0.5
4907	3857	0	0	0	0	0	0	0.5
4907	1229	0	0	0	0	0	0	0.5
4908	-1	0	0	0	0	0	0	0
4908	2228	0	0	0	0	0	0	0.5
4908	2812	0	0	0	0	0	0	0.5
4908	2938	0	0	0	0	0	0	0.5
4908	2699	0	0	0	0	0	0	0.5
4908	4980	0	0	0	0	0	0	0.5
4908	4567	0	0	0	0	0	0	0.5
4908	1229 2228	0	0	0	0	0	0	0.5
4908	6898	0	0	0	0	0	0	0.5
4908	1229	0	0	0	0	0	0	0.5
4909	-1	0	0	0	0	0	0	0
4909	2228	0	0	0	0	0	0	0.5
4909	2812	0	0	0	0	0	0	0.5
4909	5960	0	0	0	0	0	0	0.5
4909	2699	0	0	0	0	0	0	0.5
4909	4980	0	0	0	0	0	0	0.5
4909	4567	0	0	0	0	0	0	0.5
4909	1229 2228	0	0	0	0	0	0	0.5
4909	6898	0	0	0	0	0	0	0.5
4909	1229	0	0	0	0	0	0	0.5
4910	-1	0	0	0	0	0	0	0
4910	2228	0	0	0	0	0	0	0.5
4910	2812	0	0	0	0	0	0	0.5
4910	5960	0	0	0	0	0	0	0.5
4910	2699	0	0	0	0	0	0	0.5
4910	1229	0	0	0	0	0	0	0.5
4910	4567	0	0	0	0	0	0	0.5
4910	1229 2228	0	0	0	0	0	0	0.5
4910	6898	0	0	0	0	0	0	0.5
4911	-1	0	0	0	0	0	0	0
4911	2228	0	0	0	0	0	0	0.5
4911	2812	0	0	0	0	0	0	0.5
4911	5960	0	0	0	0	0	0	0.5
4911	2699	0	0	0	0	0	0	0.5
4911	1229	0	0	0	0	0	0	0.5
4911	4567	0	0	0	0	0	0	0.5
4911	6898	0	0	0	0	0	0	0.5
4912	-1	0	0	0	0	0	0	0
4912	2228	0	0	0	0	0	0	0.5
4912	2812	0	0	0	0	0	0	0.5
4912	5960	0	0	0	0	0	0	0.5
4912	2699	0	0	0	0	0	0	0.5
4912	1229	0	0	0	0	0	0	0.5
4912	4567	0	0	0	0	0	0	0.5
4912	6898	0	0	0	0	0	0	0.5
4912	2319	0	0	0	0	0	0	0.5
4913	-1	0	0	0	0	0	0	0
4913	2228	0	0	0	0	0	0	0.5
4913	2812	0	0	0	0	0	0	0.5
4913	5960	0	0	0	0	0	0	0.5
4913	2699	0	0	0	0	0	0	0.5
4913	1229	0	0	0	0	0	0	0.5
