MODEL	VAR_ID	POST_BETA	POST_SE	MAINEFFS
3894	2459	0	0	4839
3894	2457	0	0	6000
3894	2451	0	0	6675
3894	2458	0	0	7223
3895	0	0	0	-1
3895	2456	0	0	1893
3895	2460	0	0	3516
3895	2459	0	0	4839
3895	2457	0	0	6000
3895	2451	0	0	6675
3895	2458	0	0	7223
3896	0	0	0	-1
3896	2461	0	0	1837
3896	2460	0	0	3516
3896	2459	0	0	4839
3896	2457	0	0	6000
3896	2451	0	0	6675
3896	2458	0	0	7223
3897	0	0	0	-1
3897	2461	0	0	1837
3897	2460	0	0	3516
3897	2459	0	0	4839
3897	2462	0	0	5142
3897	2451	0	0	6675
3897	2458	0	0	7223
3898	0	0	0	-1
3898	2461	0	0	1837
3898	2463	0	0	1935
3898	2460	0	0	3516
3898	2459	0	0	4839
3898	2462	0	0	5142
3898	2451	0	0	6675
3899	0	0	0	-1
3899	2461	0	0	1837
3899	2463	0	0	1935
3899	2464	0	0	2434
3899	2460	0	0	3516
3899	2459	0	0	4839
3899	2462	0	0	5142
3899	2451	0	0	6675
3899	2465	0	0	1837 2434
3900	0	0	0	-1
3900	2461	0	0	1837
3900	2463	0	0	1935
3900	2464	0	0	2434
3900	2460	0	0	3516
3900	2459	0	0	4839
3900	2462	0	0	5142
3900	2451	0	0	6675
3900	1620	0	0	6699
3900	2465	0	0	1837 2434
3901	0	0	0	-1
3901	2461	0	0	1837
3901	2463	0	0	1935
3901	2464	0	0	2434
3901	2460	0	0	3516
3901	2466	0	0	4172
3901	2462	0	0	5142
3901	2451	0	0	6675
3901	1620	0	0	6699
3901	2465	0	0	1837 2434
3902	0	0	0	-1
3902	2461	0	0	1837
3902	2463	0	0	1935
3902	2467	0	0	2192
3902	2464	0	0	2434
3902	2460	0	0	3516
3902	2462	0	0	5142
3902	2451	0	0	6675
3902	1620	0	0	6699
3902	2465	0	0	1837 2434
3903	0	0	0	-1
3903	2461	0	0	1837
3903	2467	0	0	2192
3903	2464	0	0	2434
3903	2460	0	0	3516
3903	2462	0	0	5142
3903	2451	0	0	6675
3903	1620	0	0	6699
3903	2465	0	0	1837 2434
3904	0	0	0	-1
3904	2461	0	0	1837
3904	2467	0	0	2192
3904	2464	0	0	2434
3904	2460	0	0	3516
3904	2468	0	0	3820
3904	2462	0	0	5142
3904	2451	0	0	6675
3904	1620	0	0	6699
3904	2465	0	0	1837 2434
3905	0	0	0	-1
3905	2461	0	0	1837
3905	2467	0	0	2192
3905	2464	0	0	2434
3905	2460	0	0	3516
3905	2468	0	0	3820
3905	543	0	0	3890
3905	2462	0	0	5142
3905	2451	0	0	6675
3905	1620	0	0	6699
3905	2465	0	0	1837 2434
3906	0	0	0	-1
3906	2461	0	0	1837
3906	2467	0	0	2192
3906	2464	0	0	2434
3906	2468	0	0	3820
3906	543	0	0	3890
3906	2462	0	0	5142
3906	2469	0	0	6406
3906	2451	0	0	6675
3906	1620	0	0	6699
3906	2465	0	0	1837 2434
3907	0	0	0	-1
3907	2461	0	0	1837
3907	2467	0	0	2192
3907	2464	0	0	2434
3907	2468	0	0	3820
3907	543	0	0	3890
3907	2462	0	0	5142
3907	2470	0	0	6372
3907	2469	0	0	6406
3907	2451	0	0	6675
3907	1620	0	0	6699
3907	2465	0	0	1837 2434
3908	0	0	0	-1
3908	2461	0	0	1837
3908	2464	0	0	2434
3908	2468	0	0	3820
3908	543	0	0	3890
3908	2462	0	0	5142
3908	2470	0	0	6372
3908	2469	0	0	6406
3908	2451	0	0	6675
3908	1620	0	0	6699
3908	2465	0	0	1837 2434
3909	0	0	0	-1
3909	2461	0	0	1837
3909	2464	0	0	2434
3909	2468	0	0	3820
3909	2462	0	0	5142
3909	2470	0	0	6372
3909	2469	0	0	6406
3909	2451	0	0	6675
3909	1620	0	0	6699
3909	2465	0	0	1837 2434
3910	0	0	0	-1
3910	2461	0	0	1837
3910	2464	0	0	2434
3910	2471	0	0	2763
3910	2468	0	0	3820
3910	2470	0	0	6372
3910	2469	0	0	6406
3910	2451	0	0	6675
3910	1620	0	0	6699
3910	2465	0	0	1837 2434
3911	0	0	0	-1
3911	2461	0	0	1837
3911	2464	0	0	2434
3911	2471	0	0	2763
3911	2472	0	0	3102
3911	2470	0	0	6372
3911	2469	0	0	6406
3911	2451	0	0	6675
3911	1620	0	0	6699
3911	2465	0	0	1837 2434
3912	0	0	0	-1
3912	2461	0	0	1837
3912	2464	0	0	2434
3912	2471	0	0	2763
3912	2470	0	0	6372
3912	2469	0	0	6406
3912	2451	0	0	6675
3912	1620	0	0	6699
3912	2465	0	0	1837 2434
3913	0	0	0	-1
3913	2461	0	0	1837
3913	2464	0	0	2434
3913	2471	0	0	2763
3913	2473	0	0	4467
3913	2469	0	0	6406
3913	2451	0	0	6675
3913	1620	0	0	6699
3913	2465	0	0	1837 2434
3914	0	0	0	-1
3914	2461	0	0	1837
3914	2464	0	0	2434
3914	2471	0	0	2763
3914	2473	0	0	4467
3914	2469	0	0	6406
3914	2451	0	0	6675
3914	1620	0	0	6699
3914	2465	0	0	1837 2434
3915	0	0	0	-1
3915	2461	0	0	1837
3915	2464	0	0	2434
3915	2471	0	0	2763
3915	2473	0	0	4467
3915	2475	0	0	4555
3915	2469	0	0	6406
3915	2451	0	0	6675
3915	2465	0	0	1837 2434
3916	0	0	0	-1
3916	2461	0	0	1837
3916	2464	0	0	2434
3916	2471	0	0	2763
3916	2473	0	0	4467
3916	2475	0	0	4555
3916	2451	0	0	6675
3916	2465	0	0	1837 2434
3917	0	0	0	-1
3917	2461	0	0	1837
3917	2464	0	0	2434
3917	2473	0	0	4467
3917	2475	0	0	4555
3917	837	0	0	6440
3917	2451	0	0	6675
3917	2465	0	0	1837 2434
3918	0	0	0	-1
3918	2461	0	0	1837
3918	2464	0	0	2434
3918	2473	0	0	4467
3918	2475	0	0	4555
3918	2476	0	0	4790
3918	837	0	0	6440
3918	2451	0	0	6675
3919	0	0	0	-1
3919	2461	0	0	1837
3919	2464	0	0	2434
3919	2473	0	0	4467
3919	2475	0	0	4555
3919	309	0	0	5790
3919	837	0	0	6440
3919	2451	0	0	6675
3920	0	0	0	-1
3920	2461	0	0	1837
3920	2464	0	0	2434
3920	1898	0	0	2787
3920	2473	0	0	4467
3920	2475	0	0	4555
3920	837	0	0	6440
3920	2451	0	0	6675
3921	0	0	0	-1
3921	2464	0	0	2434
3921	1898	0	0	2787
3921	2473	0	0	4467
3921	2475	0	0	4555
3921	837	0	0	6440
3921	2451	0	0	6675
3922	0	0	0	-1
3922	2464	0	0	2434
3922	1898	0	0	2787
3922	1756	0	0	3209
3922	2473	0	0	4467
3922	837	0	0	6440
3922	2451	0	0	6675
3923	0	0	0	-1
3923	2477	0	0	460
3923	2464	0	0	2434
3923	1756	0	0	3209
3923	2473	0	0	4467
3923	837	0	0	6440
3923	2451	0	0	6675
3924	0	0	0	-1
3924	2477	0	0	460
3924	1756	0	0	3209
3924	2473	0	0	4467
3924	837	0	0	6440
3924	2451	0	0	6675
3924	399	0	0	7123
3925	0	0	0	-1
3925	2477	0	0	460
3925	1756	0	0	3209
3925	2478	0	0	3700
3925	2473	0	0	4467
3925	837	0	0	6440
3925	2451	0	0	6675
3925	399	0	0	7123
3926	0	0	0	-1
3926	2477	0	0	460
3926	1756	0	0	3209
3926	2478	0	0	3700
3926	2473	0	0	4467
3926	416	0	0	5585
3926	837	0	0	6440
3926	2451	0	0	6675
3926	399	0	0	7123
3927	0	0	0	-1
3927	2477	0	0	460
3927	1756	0	0	3209
3927	2478	0	0	3700
3927	2473	0	0	4467
3927	2479	0	0	5209
3927	837	0	0	6440
3927	2451	0	0	6675
3927	399	0	0	7123
3928	0	0	0	-1
3928	2477	0	0	460
3928	1756	0	0	3209
3928	2473	0	0	4467
3928	2479	0	0	5209
3928	837	0	0	6440
3928	2451	0	0	6675
3928	399	0	0	7123
3928	1495	0	0	7312
3929	0	0	0	-1
3929	2477	0	0	460
3929	2480	0	0	2834
3929	1756	0	0	3209
3929	2473	0	0	4467
3929	2479	0	0	5209
3929	837	0	0	6440
3929	2451	0	0	6675
3929	399	0	0	7123
3930	0	0	0	-1
3930	1819	0	0	210
3930	2477	0	0	460
3930	2480	0	0	2834
3930	1756	0	0	3209
3930	2473	0	0	4467
3930	2479	0	0	5209
3930	837	0	0	6440
3930	2451	0	0	6675
3930	399	0	0	7123
3931	0	0	0	-1
3931	1819	0	0	210
3931	2477	0	0	460
3931	1756	0	0	3209
3931	2473	0	0	4467
3931	2479	0	0	5209
3931	837	0	0	6440
3931	2451	0	0	6675
3931	399	0	0	7123
3932	0	0	0	-1
3932	1819	0	0	210
3932	2477	0	0	460
3932	1756	0	0	3209
3932	2473	0	0	4467
3932	2479	0	0	5209
3932	1780	0	0	5364
3932	837	0	0	6440
3932	2451	0	0	6675
3932	399	0	0	7123
3933	0	0	0	-1
3933	1819	0	0	210
3933	1756	0	0	3209
3933	2473	0	0	4467
3933	2481	0	0	4913
3933	2479	0	0	5209
3933	1780	0	0	5364
3933	837	0	0	6440
3933	2451	0	0	6675
3933	399	0	0	7123
3934	0	0	0	-1
3934	1756	0	0	3209
3934	2473	0	0	4467
3934	2481	0	0	4913
3934	2479	0	0	5209
3934	1780	0	0	5364
3934	837	0	0	6440
3934	2451	0	0	6675
3934	399	0	0	7123
3935	0	0	0	-1
3935	1756	0	0	3209
3935	2473	0	0	4467
3935	2482	0	0	4755
3935	2481	0	0	4913
3935	2479	0	0	5209
3935	1780	0	0	5364
3935	837	0	0	6440
3935	2451	0	0	6675
3935	399	0	0	7123
3936	0	0	0	-1
3936	1736	0	0	1502
3936	1756	0	0	3209
3936	2473	0	0	4467
3936	2482	0	0	4755
3936	2481	0	0	4913
3936	2479	0	0	5209
3936	1780	0	0	5364
3936	837	0	0	6440
3936	2451	0	0	6675
3936	399	0	0	7123
3937	0	0	0	-1
3937	1736	0	0	1502
3937	1756	0	0	3209
3937	2482	0	0	4755
3937	2481	0	0	4913
3937	2479	0	0	5209
3937	1780	0	0	5364
3937	2483	0	0	5859
3937	837	0	0	6440
3937	2451	0	0	6675
3937	399	0	0	7123
3938	0	0	0	-1
3938	1736	0	0	1502
3938	1756	0	0	3209
3938	2482	0	0	4755
3938	2481	0	0	4913
3938	2479	0	0	5209
3938	1780	0	0	5364
3938	2483	0	0	5859
3938	837	0	0	6440
3938	399	0	0	7123
3939	0	0	0	-1
3939	1756	0	0	3209
3939	2484	0	0	3946
3939	2482	0	0	4755
3939	2481	0	0	4913
3939	2479	0	0	5209
3939	1780	0	0	5364
3939	2483	0	0	5859
3939	837	0	0	6440
3939	399	0	0	7123
3940	0	0	0	-1
3940	1438	0	0	3194
3940	1756	0	0	3209
3940	2484	0	0	3946
3940	2481	0	0	4913
3940	2479	0	0	5209
3940	1780	0	0	5364
3940	2483	0	0	5859
3940	837	0	0	6440
3940	399	0	0	7123
3941	0	0	0	-1
3941	1438	0	0	3194
3941	1756	0	0	3209
3941	997	0	0	3832
3941	2484	0	0	3946
3941	2481	0	0	4913
3941	2479	0	0	5209
3941	1780	0	0	5364
3941	2483	0	0	5859
3941	837	0	0	6440
3942	0	0	0	-1
3942	1438	0	0	3194
3942	1756	0	0	3209
3942	997	0	0	3832
3942	2485	0	0	4271
3942	2481	0	0	4913
3942	2479	0	0	5209
3942	1780	0	0	5364
3942	2483	0	0	5859
3942	837	0	0	6440
3943	0	0	0	-1
3943	1438	0	0	3194
3943	1756	0	0	3209
3943	2485	0	0	4271
3943	2481	0	0	4913
3943	2479	0	0	5209
3943	1780	0	0	5364
3943	2486	0	0	5404
3943	2483	0	0	5859
3943	837	0	0	6440
3944	0	0	0	-1
3944	2487	0	0	798
3944	1438	0	0	3194
3944	1756	0	0	3209
3944	2485	0	0	4271
3944	2479	0	0	5209
3944	1780	0	0	5364
3944	2486	0	0	5404
3944	2483	0	0	5859
3944	837	0	0	6440
3945	0	0	0	-1
3945	2487	0	0	798
3945	1438	0	0	3194
3945	1756	0	0	3209
3945	2485	0	0	4271
3945	1780	0	0	5364
3945	2486	0	0	5404
3945	2483	0	0	5859
3945	837	0	0	6440
3946	0	0	0	-1
3946	2487	0	0	798
3946	2488	0	0	3186
3946	1438	0	0	3194
3946	1756	0	0	3209
3946	2485	0	0	4271
3946	1780	0	0	5364
3946	2486	0	0	5404
3946	2483	0	0	5859
3946	837	0	0	6440
3947	0	0	0	-1
3947	2487	0	0	798
3947	2489	0	0	2374
3947	2488	0	0	3186
3947	1438	0	0	3194
3947	1756	0	0	3209
3947	2485	0	0	4271
3947	1780	0	0	5364
3947	2486	0	0	5404
3947	2483	0	0	5859
3947	837	0	0	6440
3948	0	0	0	-1
3948	2487	0	0	798
3948	2489	0	0	2374
3948	2488	0	0	3186
3948	1438	0	0	3194
3948	2485	0	0	4271
3948	1780	0	0	5364
3948	2486	0	0	5404
3948	2483	0	0	5859
3948	837	0	0	6440
3948	658	0	0	6692
3949	0	0	0	-1
3949	2487	0	0	798
3949	2489	0	0	2374
3949	2488	0	0	3186
3949	1438	0	0	3194
3949	2490	0	0	3423
3949	1780	0	0	5364
3949	2486	0	0	5404
3949	2483	0	0	5859
3949	837	0	0	6440
3949	658	0	0	6692
3950	0	0	0	-1
3950	2487	0	0	798
3950	2489	0	0	2374
3950	2488	0	0	3186
3950	1438	0	0	3194
3950	2490	0	0	3423
3950	1780	0	0	5364
3950	2486	0	0	5404
3950	2483	0	0	5859
3950	658	0	0	6692
3951	0	0	0	-1
3951	2487	0	0	798
3951	2491	0	0	1965
3951	2489	0	0	2374
3951	2488	0	0	3186
3951	1438	0	0	3194
3951	2490	0	0	3423
3951	1780	0	0	5364
3951	2486	0	0	5404
3951	2483	0	0	5859
3951	658	0	0	6692
3952	0	0	0	-1
3952	2487	0	0	798
3952	2491	0	0	1965
3952	2488	0	0	3186
3952	1438	0	0	3194
3952	2490	0	0	3423
3952	1780	0	0	5364
3952	2486	0	0	5404
3952	2483	0	0	5859
3952	658	0	0	6692
3953	0	0	0	-1
3953	2491	0	0	1965
3953	2488	0	0	3186
3953	1438	0	0	3194
3953	2490	0	0	3423
3953	1780	0	0	5364
3953	2486	0	0	5404
3953	2483	0	0	5859
3953	658	0	0	6692
3954	0	0	0	-1
3954	2491	0	0	1965
3954	2492	0	0	2359
3954	1438	0	0	3194
3954	2490	0	0	3423
3954	1780	0	0	5364
3954	2486	0	0	5404
3954	2483	0	0	5859
3954	658	0	0	6692
3955	0	0	0	-1
3955	2491	0	0	1965
3955	2492	0	0	2359
3955	2493	0	0	3032
3955	2490	0	0	3423
3955	1780	0	0	5364
3955	2486	0	0	5404
3955	2483	0	0	5859
3955	658	0	0	6692
3956	0	0	0	-1
3956	1119	0	0	1832
3956	2491	0	0	1965
3956	2492	0	0	2359
3956	2493	0	0	3032
3956	2490	0	0	3423
3956	1780	0	0	5364
3956	2486	0	0	5404
3956	2483	0	0	5859
3956	658	0	0	6692
3957	0	0	0	-1
3957	1119	0	0	1832
3957	2491	0	0	1965
3957	2492	0	0	2359
3957	2493	0	0	3032
3957	2490	0	0	3423
3957	2486	0	0	5404
3957	2483	0	0	5859
3957	658	0	0	6692
3958	0	0	0	-1
3958	1119	0	0	1832
3958	2491	0	0	1965
3958	2492	0	0	2359
3958	2493	0	0	3032
3958	2490	0	0	3423
3958	2494	0	0	5170
3958	2486	0	0	5404
3958	2483	0	0	5859
3959	0	0	0	-1
3959	1119	0	0	1832
3959	2491	0	0	1965
3959	2493	0	0	3032
3959	2490	0	0	3423
3959	2494	0	0	5170
3959	2486	0	0	5404
3959	2483	0	0	5859
3960	0	0	0	-1
3960	2495	0	0	239
3960	1119	0	0	1832
3960	2491	0	0	1965
3960	2493	0	0	3032
3960	2490	0	0	3423
3960	2494	0	0	5170
3960	2486	0	0	5404
3960	2483	0	0	5859
3961	0	0	0	-1
3961	2495	0	0	239
3961	1119	0	0	1832
3961	2491	0	0	1965
3961	2493	0	0	3032
3961	2490	0	0	3423
3961	2494	0	0	5170
3961	2486	0	0	5404
3961	2496	0	0	5423
3962	0	0	0	-1
3962	2495	0	0	239
3962	2491	0	0	1965
3962	2497	0	0	2333
3962	2493	0	0	3032
3962	2490	0	0	3423
3962	2494	0	0	5170
3962	2486	0	0	5404
3962	2496	0	0	5423
3963	0	0	0	-1
3963	2495	0	0	239
3963	2498	0	0	710
3963	2491	0	0	1965
3963	2497	0	0	2333
3963	2493	0	0	3032
3963	2490	0	0	3423
3963	2494	0	0	5170
3963	2486	0	0	5404
3964	0	0	0	-1
3964	2495	0	0	239
3964	2498	0	0	710
3964	2491	0	0	1965
3964	2497	0	0	2333
3964	2493	0	0	3032
3964	2490	0	0	3423
3964	2486	0	0	5404
3965	0	0	0	-1
3965	2495	0	0	239
3965	2498	0	0	710
3965	2491	0	0	1965
3965	2497	0	0	2333
3965	2151	0	0	3100
3965	2490	0	0	3423
3965	2486	0	0	5404
3966	0	0	0	-1
3966	2495	0	0	239
3966	2491	0	0	1965
3966	2497	0	0	2333
3966	2151	0	0	3100
3966	2490	0	0	3423
3966	2486	0	0	5404
3967	0	0	0	-1
3967	2495	0	0	239
3967	2491	0	0	1965
3967	2497	0	0	2333
3967	2151	0	0	3100
3967	2490	0	0	3423
3967	244	0	0	4398
3967	2486	0	0	5404
3968	0	0	0	-1
3968	2495	0	0	239
3968	2491	0	0	1965
3968	2497	0	0	2333
3968	2490	0	0	3423
3968	244	0	0	4398
3968	2486	0	0	5404
3968	2381	0	0	6916
3969	0	0	0	-1
3969	2495	0	0	239
3969	2186	0	0	1484
3969	2491	0	0	1965
3969	2497	0	0	2333
3969	2490	0	0	3423
3969	244	0	0	4398
3969	2381	0	0	6916
3970	0	0	0	-1
3970	2495	0	0	239
3970	2186	0	0	1484
3970	2491	0	0	1965
3970	2497	0	0	2333
3970	2490	0	0	3423
3970	244	0	0	4398
3970	2381	0	0	6916
3971	0	0	0	-1
3971	2186	0	0	1484
3971	2491	0	0	1965
3971	2497	0	0	2333
3971	2490	0	0	3423
3971	244	0	0	4398
3971	2381	0	0	6916
3971	2500	0	0	7301
3972	0	0	0	-1
3972	2186	0	0	1484
3972	2491	0	0	1965
3972	2497	0	0	2333
3972	619	0	0	2773
3972	2490	0	0	3423
3972	244	0	0	4398
3972	2381	0	0	6916
3972	2500	0	0	7301
3973	0	0	0	-1
3973	2501	0	0	1477
3973	2491	0	0	1965
3973	2497	0	0	2333
3973	619	0	0	2773
3973	2490	0	0	3423
3973	244	0	0	4398
3973	2381	0	0	6916
3973	2500	0	0	7301
3974	0	0	0	-1
3974	2501	0	0	1477
3974	1597	0	0	1673
3974	2491	0	0	1965
3974	2497	0	0	2333
3974	619	0	0	2773
3974	2490	0	0	3423
3974	244	0	0	4398
3974	2381	0	0	6916
3974	2500	0	0	7301
3975	0	0	0	-1
3975	2501	0	0	1477
3975	1597	0	0	1673
3975	2502	0	0	1963
3975	2491	0	0	1965
3975	2497	0	0	2333
3975	619	0	0	2773
3975	2490	0	0	3423
3975	244	0	0	4398
3975	2381	0	0	6916
3976	0	0	0	-1
3976	1597	0	0	1673
3976	2502	0	0	1963
3976	2491	0	0	1965
3976	2497	0	0	2333
3976	1488	0	0	2524
3976	619	0	0	2773
3976	2490	0	0	3423
3976	244	0	0	4398
3976	2381	0	0	6916
3977	0	0	0	-1
3977	1597	0	0	1673
3977	2502	0	0	1963
3977	2491	0	0	1965
3977	2497	0	0	2333
3977	1488	0	0	2524
3977	619	0	0	2773
3977	2503	0	0	3122
3977	2490	0	0	3423
3977	244	0	0	4398
3977	2381	0	0	6916
3978	0	0	0	-1
3978	1597	0	0	1673
3978	2502	0	0	1963
3978	2491	0	0	1965
3978	2497	0	0	2333
3978	1488	0	0	2524
3978	619	0	0	2773
3978	2503	0	0	3122
3978	2490	0	0	3423
3978	2504	0	0	4085
3978	244	0	0	4398
3978	2381	0	0	6916
3979	0	0	0	-1
3979	2505	0	0	888
3979	1597	0	0	1673
3979	2502	0	0	1963
3979	2491	0	0	1965
3979	2497	0	0	2333
3979	1488	0	0	2524
3979	619	0	0	2773
3979	2503	0	0	3122
3979	2490	0	0	3423
3979	2504	0	0	4085
3979	244	0	0	4398
3979	2381	0	0	6916
3980	0	0	0	-1
3980	2505	0	0	888
3980	2502	0	0	1963
3980	2491	0	0	1965
3980	2497	0	0	2333
3980	1488	0	0	2524
3980	619	0	0	2773
3980	2503	0	0	3122
3980	2490	0	0	3423
3980	2504	0	0	4085
3980	244	0	0	4398
3980	2381	0	0	6916
3981	0	0	0	-1
3981	2505	0	0	888
3981	2502	0	0	1963
3981	2491	0	0	1965
3981	722	0	0	2161
3981	2497	0	0	2333
3981	1488	0	0	2524
3981	619	0	0	2773
3981	2503	0	0	3122
3981	2490	0	0	3423
3981	244	0	0	4398
3981	2381	0	0	6916
3982	0	0	0	-1
3982	2505	0	0	888
3982	2502	0	0	1963
3982	2491	0	0	1965
3982	722	0	0	2161
3982	2497	0	0	2333
3982	1488	0	0	2524
3982	619	0	0	2773
3982	2503	0	0	3122
3982	244	0	0	4398
3982	2381	0	0	6916
3983	0	0	0	-1
3983	2505	0	0	888
3983	2502	0	0	1963
3983	2491	0	0	1965
3983	722	0	0	2161
3983	2497	0	0	2333
3983	1488	0	0	2524
3983	619	0	0	2773
3983	244	0	0	4398
3983	2506	0	0	4896
3983	2381	0	0	6916
3984	0	0	0	-1
3984	2505	0	0	888
3984	2502	0	0	1963
3984	2491	0	0	1965
3984	722	0	0	2161
3984	2497	0	0	2333
3984	1488	0	0	2524
3984	619	0	0	2773
3984	244	0	0	4398
3984	2506	0	0	4896
3984	2507	0	0	5177
3984	2381	0	0	6916
3985	0	0	0	-1
3985	2505	0	0	888
3985	2502	0	0	1963
3985	2491	0	0	1965
3985	722	0	0	2161
3985	2497	0	0	2333
3985	1488	0	0	2524
3985	619	0	0	2773
3985	2508	0	0	3685
3985	2506	0	0	4896
3985	2507	0	0	5177
3985	2381	0	0	6916
3986	0	0	0	-1
3986	2502	0	0	1963
3986	2491	0	0	1965
3986	722	0	0	2161
3986	2497	0	0	2333
3986	1488	0	0	2524
3986	619	0	0	2773
3986	2508	0	0	3685
3986	2509	0	0	4477
3986	2506	0	0	4896
3986	2507	0	0	5177
3986	2381	0	0	6916
3987	0	0	0	-1
3987	2510	0	0	1824
3987	2502	0	0	1963
3987	2491	0	0	1965
3987	722	0	0	2161
3987	2497	0	0	2333
3987	1488	0	0	2524
3987	619	0	0	2773
3987	2508	0	0	3685
3987	2509	0	0	4477
3987	2506	0	0	4896
3987	2507	0	0	5177
3988	0	0	0	-1
3988	2510	0	0	1824
3988	2491	0	0	1965
3988	722	0	0	2161
3988	2497	0	0	2333
3988	1488	0	0	2524
3988	619	0	0	2773
3988	2508	0	0	3685
3988	2509	0	0	4477
3988	2506	0	0	4896
3988	2507	0	0	5177
3989	0	0	0	-1
3989	2510	0	0	1824
3989	2491	0	0	1965
3989	722	0	0	2161
3989	2497	0	0	2333
3989	1488	0	0	2524
3989	619	0	0	2773
3989	2508	0	0	3685
3989	2509	0	0	4477
3989	2506	0	0	4896
3989	2507	0	0	5177
3989	1441	0	0	7260
3990	0	0	0	-1
3990	2510	0	0	1824
3990	2491	0	0	1965
3990	722	0	0	2161
3990	2497	0	0	2333
3990	1488	0	0	2524
3990	619	0	0	2773
3990	2508	0	0	3685
3990	2509	0	0	4477
3990	2506	0	0	4896
3990	1441	0	0	7260
3991	0	0	0	-1
3991	2510	0	0	1824
3991	2491	0	0	1965
3991	722	0	0	2161
3991	2497	0	0	2333
3991	619	0	0	2773
3991	2508	0	0	3685
3991	2509	0	0	4477
3991	2506	0	0	4896
3991	193	0	0	5169
3991	1441	0	0	7260
3992	0	0	0	-1
3992	2510	0	0	1824
3992	2491	0	0	1965
3992	722	0	0	2161
3992	619	0	0	2773
3992	2508	0	0	3685
3992	2509	0	0	4477
3992	2506	0	0	4896
3992	193	0	0	5169
3992	1441	0	0	7260
3993	0	0	0	-1
3993	2511	0	0	164
3993	2510	0	0	1824
3993	2491	0	0	1965
3993	722	0	0	2161
3993	619	0	0	2773
3993	2508	0	0	3685
3993	2509	0	0	4477
3993	2506	0	0	4896
3993	193	0	0	5169
3993	1441	0	0	7260
3994	0	0	0	-1
3994	2511	0	0	164
3994	2510	0	0	1824
3994	2491	0	0	1965
3994	722	0	0	2161
3994	619	0	0	2773
3994	2508	0	0	3685
3994	2509	0	0	4477
3994	2512	0	0	4985
3994	193	0	0	5169
3994	1441	0	0	7260
3995	0	0	0	-1
3995	2510	0	0	1824
3995	2491	0	0	1965
3995	722	0	0	2161
3995	619	0	0	2773
3995	2508	0	0	3685
3995	2509	0	0	4477
3995	2512	0	0	4985
3995	193	0	0	5169
3995	1441	0	0	7260
3996	0	0	0	-1
3996	2510	0	0	1824
3996	2491	0	0	1965
3996	722	0	0	2161
3996	2513	0	0	2394
3996	2508	0	0	3685
3996	2509	0	0	4477
3996	2512	0	0	4985
3996	193	0	0	5169
3996	1441	0	0	7260
3997	0	0	0	-1
3997	2510	0	0	1824
3997	2491	0	0	1965
3997	722	0	0	2161
3997	2513	0	0	2394
3997	2514	0	0	2885
3997	2508	0	0	3685
3997	2509	0	0	4477
3997	2512	0	0	4985
3997	193	0	0	5169
3997	1441	0	0	7260
3998	0	0	0	-1
3998	2510	0	0	1824
3998	2491	0	0	1965
3998	2513	0	0	2394
3998	2514	0	0	2885
3998	2508	0	0	3685
3998	2509	0	0	4477
3998	2512	0	0	4985
3998	193	0	0	5169
3998	177	0	0	5686
3998	1441	0	0	7260
3999	0	0	0	-1
3999	2510	0	0	1824
3999	2491	0	0	1965
3999	2515	0	0	2139
3999	2513	0	0	2394
3999	2514	0	0	2885
3999	2509	0	0	4477
3999	2512	0	0	4985
3999	193	0	0	5169
3999	177	0	0	5686
3999	1441	0	0	7260
4000	0	0	0	-1
4000	2510	0	0	1824
4000	2491	0	0	1965
4000	2515	0	0	2139
4000	2513	0	0	2394
4000	2514	0	0	2885
4000	2509	0	0	4477
4000	2512	0	0	4985
4000	193	0	0	5169
4000	177	0	0	5686
4000	1441	0	0	7260
4001	0	0	0	-1
4001	2516	0	0	520
4001	2491	0	0	1965
4001	2515	0	0	2139
4001	2513	0	0	2394
4001	2514	0	0	2885
4001	2509	0	0	4477
4001	2512	0	0	4985
4001	193	0	0	5169
4001	177	0	0	5686
4001	1441	0	0	7260
4002	0	0	0	-1
4002	2516	0	0	520
4002	126	0	0	618
4002	2491	0	0	1965
4002	2515	0	0	2139
4002	2513	0	0	2394
4002	2514	0	0	2885
4002	2509	0	0	4477
4002	2512	0	0	4985
4002	193	0	0	5169
4002	177	0	0	5686
4003	0	0	0	-1
4003	2516	0	0	520
4003	126	0	0	618
4003	2491	0	0	1965
4003	2515	0	0	2139
4003	2514	0	0	2885
4003	2509	0	0	4477
4003	2512	0	0	4985
4003	193	0	0	5169
4003	177	0	0	5686
4003	2517	0	0	6374
4004	0	0	0	-1
4004	2516	0	0	520
4004	126	0	0	618
4004	2515	0	0	2139
4004	2514	0	0	2885
4004	2509	0	0	4477
4004	2512	0	0	4985
4004	193	0	0	5169
4004	177	0	0	5686
4004	2517	0	0	6374
4005	0	0	0	-1
4005	2516	0	0	520
4005	126	0	0	618
4005	2515	0	0	2139
4005	2514	0	0	2885
4005	2509	0	0	4477
4005	2512	0	0	4985
4005	193	0	0	5169
4005	177	0	0	5686
4005	2518	0	0	5828
4005	2517	0	0	6374
4006	0	0	0	-1
4006	2516	0	0	520
4006	126	0	0	618
4006	2515	0	0	2139
4006	2514	0	0	2885
4006	2509	0	0	4477
4006	2512	0	0	4985
4006	193	0	0	5169
4006	177	0	0	5686
4006	2518	0	0	5828
4006	2517	0	0	6374
4007	0	0	0	-1
4007	126	0	0	618
4007	2515	0	0	2139
